id,codigo,descripcion,categoria,sub_categoria,unidad_medida,material,caracteristica2,caracteristica3,grupo,precio_actual_usd,almacen,cantidad,datos,grup,nombre_producto,id_producto,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock,precio_unitario_usd,costo_logistica_usd,costo_almacenamiento_usd,costo_administrativo_usd,costo_indirecto_total_usd,costo_total_unitario_usd,valor_stock_final_usd
UC206-Ruleman,UC206,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UC206-Ruleman,275,2025-01-13,9.0,16,28.0,0.0,19,Proveedor A,1,critico,14.74,0.6,0.23,0.4,1.23,15.97,0.0
M10X45-BULON EXAGONAL,M10X45,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,"10X1,5X45",paso completo,ACERO COMUN,0.26,1.0,148.0,,,M10X45-BULON EXAGONAL,276,2035-01-01,20.0,28,11.0,37.0,8,Proveedor B,5,ok,0.25,0.01,0.01,0.01,0.03,0.28,10.36
51205-Ruleman,51205,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,51205-Ruleman,277,2025-04-08,77.0,14,10.0,81.0,23,Proveedor C,5,ok,43.63,3.54,1.83,1.34,6.71,50.34,4077.54
61802-RS-Ruleman,61802-RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61802-RS-Ruleman,278,2025-06-10,,26,16.0,67.0,17,Proveedor D,10,ok,10.28,1.1,0.39,0.11,1.6,11.88,795.96
10X15-ALLEN INOX,10X15,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X15,,INOXIDABLE,,,0.0,,,10X15-ALLEN INOX,279,2025-03-20,85.0,28,15.0,98.0,18,Proveedor B,8,ok,29.8,1.03,1.44,0.33,2.8,32.6,3194.8
M12X30-ALLEN INOX,M12X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M12X30,,INOXIDABLE,,,14.0,,,M12X30-ALLEN INOX,280,2025-02-03,84.0,13,29.0,68.0,19,Proveedor C,5,ok,7.48,0.3,0.34,0.27,0.91,8.39,570.52
GIKR16PB-BULON CON RDAMIENTO,GIKR16PB,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M16,,ACERO COMUN,,1.0,1.0,,,GIKR16PB-BULON CON RDAMIENTO,281,2025-05-25,63.0,9,3.0,69.0,19,Proveedor C,8,ok,17.5,0.73,0.51,0.49,1.73,19.23,1326.87
M20-ARANDELA,M20,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M20,,ACERO COMUN,,1.0,6.0,,,M20-ARANDELA,282,2025-02-21,32.0,19,32.0,19.0,12,Proveedor A,5,ok,79.1,6.61,3.75,1.87,12.23,91.33,1735.27
8919-RETENES,8919,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8919-RETENES,283,2025-06-15,81.0,16,22.0,75.0,9,Proveedor A,7,ok,9.85,0.88,0.34,0.1,1.32,11.17,837.75
8-MECHA,8,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,8,,MECHAS,,,6.0,,,8-MECHA,284,2025-03-23,56.0,0,26.0,30.0,17,Proveedor C,1,ok,16.33,1.77,0.5,0.29,2.56,18.89,566.7
61900-2RZ-RODAMIENTO,61900-2RZ,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61900-2RZ-RODAMIENTO,285,2025-04-29,3.0,13,24.0,0.0,18,Proveedor C,5,critico,9.45,0.78,0.37,0.23,1.38,10.83,0.0
M8X30-ALLEN INOX,M8X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X30,,INOXIDABLE,0.25,1.0,292.0,,,M8X30-ALLEN INOX,286,2025-03-23,31.0,20,9.0,42.0,16,Proveedor D,5,ok,0.26,0.01,0.01,0.01,0.03,0.29,12.18
9414-RETENES,9414,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9414-RETENES,287,2025-03-16,87.0,26,0.0,113.0,30,Proveedor B,5,ok,44.82,3.28,0.8,1.09,5.17,49.99,5648.87
"2,25-MECHA",2.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2.25,,MECHAS,,,0.0,,,"2,25-MECHA",288,2025-03-24,79.0,32,19.0,92.0,13,Proveedor C,7,ok,12.52,0.55,0.34,0.43,1.32,13.84,1273.28
5200-RETENES,5200,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,5.0,,,5200-RETENES,289,2025-03-30,45.0,14,10.0,49.0,20,Proveedor B,5,ok,10.45,0.91,0.3,0.16,1.37,11.82,579.18
M17-TUERCA AUT,M17,TUERCA AUT,mecanica,TUERCA AUT,unidad,COMUN,M17,,ACERO COMUN,,1.0,0.0,,,M17-TUERCA AUT,290,2025-02-02,76.0,13,6.0,83.0,24,Proveedor D,6,ok,29.46,2.3,1.74,0.5,4.54,34.0,2822.0
M10X45-BUL HEX INOX,M10X45,BUL HEX INOX,mecanica,HEXAGONAL,unidad,INOXIDABLE,M10X45,,INOXIDABLE,,,9.0,,,M10X45-BUL HEX INOX,291,2025-06-29,13.0,15,10.0,18.0,20,Proveedor A,11,critico,28.19,2.62,0.94,0.34,3.9,32.09,577.62
"4,5-MECHA",4.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,4.5,,MECHAS,,,5.0,,,"4,5-MECHA",292,2025-04-25,40.0,12,28.0,24.0,22,Proveedor B,6,bajo,40.89,4.44,0.61,0.51,5.56,46.45,1114.8
M8X40-ALLEN INOX,M8X40,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X40,,INOXIDABLE,,1.0,232.0,,,M8X40-ALLEN INOX,293,2025-01-06,17.0,28,32.0,13.0,22,Proveedor C,4,critico,12.27,1.05,0.53,0.25,1.83,14.1,183.3
M12-MECHA MACHO P ROSCAR,M12,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M12,,MECHAS,,,1.0,,,M12-MECHA MACHO P ROSCAR,294,2025-01-28,75.0,14,7.0,82.0,12,Proveedor C,7,ok,56.47,5.7,2.13,1.42,9.25,65.72,5389.04
M12-MECHA MACHO P ROSCAR,M12,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M12,,MECHAS,,,1.0,,,M12-MECHA MACHO P ROSCAR,295,2025-05-11,107.0,25,7.0,125.0,11,Proveedor B,3,ok,17.81,1.63,0.54,0.46,2.63,20.44,2555.0
M10x70-BUL HEX INOX,M10x70,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M10x70,,INOXIDABLE,,1.0,-1.0,,,M10x70-BUL HEX INOX,296,2025-03-07,40.0,10,3.0,47.0,23,Proveedor A,5,ok,25.38,1.58,0.73,0.35,2.66,28.04,1317.88
5348-RETENES,5348,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,5348-RETENES,297,2025-02-07,91.0,17,25.0,83.0,9,Proveedor C,8,ok,18.67,2.23,0.48,0.46,3.17,21.84,1812.72
6-FRESA,6,FRESA,mecanica,herramental de corte,unidad,ACERO RAPIDO,6,,MECHAS,,,1.0,,,6-FRESA,298,2025-02-08,74.0,15,3.0,86.0,24,Proveedor D,7,ok,9.2,0.56,0.36,0.3,1.22,10.42,896.12
M8X30-BUL HEX INOX,M8X30,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M8X30,,INOXIDABLE,,1.0,31.0,,,M8X30-BUL HEX INOX,299,2025-03-02,58.0,5,28.0,35.0,11,Proveedor A,8,ok,31.81,2.78,0.72,1.0,4.5,36.31,1270.85
m 5x25-BULONES HEXG,m 5x25,BULONES HEXG,mecanica,BULONES HEXAG,unidad,COMUN,m5x25,,ACERO COMUN,,1.0,0.0,,,m 5x25-BULONES HEXG,300,2025-02-03,84.0,20,21.0,83.0,26,Proveedor A,6,ok,20.57,2.45,0.91,0.72,4.08,24.65,2045.95
5488-RETENES,5488,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,4.0,,,5488-RETENES,301,2025-03-04,71.0,25,30.0,66.0,1658,Proveedor D,6,ok,5.3,0.22,0.09,0.11,0.42,5.72,377.52
M6-TUERCA AUT,M6,TUERCA AUT,mecanica,TUERCA AUT,unidad,COMUN,M6,,ACERO COMUN,,1.0,52.0,,,M6-TUERCA AUT,302,2025-03-13,85.0,31,10.0,106.0,23,Proveedor B,11,ok,13.83,0.46,0.58,0.51,1.55,15.38,1630.28
M4-ARANDELA,M4,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M4,,ACERO COMUN,,1.0,67.0,,,M4-ARANDELA,303,2025-04-08,64.0,13,26.0,51.0,25,Proveedor B,8,ok,5.39,0.55,0.17,0.18,0.9,6.29,320.79
UCP204-CAJA RODAMIENTO,UCP204,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,4.0,,,UCP204-CAJA RODAMIENTO,304,2025-04-27,26.0,13,6.0,33.0,14,Proveedor C,7,ok,19.75,1.72,0.2,0.37,2.29,22.04,727.32
FY506-CAJA RODAMIENTO,FY506,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,FY506-CAJA RODAMIENTO,305,2035-01-01,28.0,18,31.0,15.0,19,Proveedor B,10,critico,27.47,2.75,0.64,0.45,3.84,31.31,469.65
"10,5-MECHA",10.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,10.5,,MECHAS,,,0.0,,,"10,5-MECHA",306,2025-02-19,73.0,29,20.0,82.0,22,Proveedor C,8,ok,7.0,0.42,0.21,0.25,0.88,7.88,646.16
"11,5-MECHA",11.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,11.5,,MECHAS,,,0.0,,,"11,5-MECHA",307,2025-05-14,65.0,15,12.0,68.0,18,Proveedor D,5,ok,16.48,0.5,0.34,0.41,1.25,17.73,1205.64
223011FX-RODAMIENTO,223011FX,RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,223011FX-RODAMIENTO,308,2025-01-01,96.0,40,19.0,117.0,27,Proveedor A,5,ok,6.65,0.47,0.19,0.09,0.75,7.4,865.8
9480-RETENES,9480,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9480-RETENES,309,2025-01-19,102.0,20,16.0,106.0,17,Proveedor D,7,ok,51.51,3.18,1.26,1.97,6.41,57.92,6139.52
T90-TELA ESMERIL,T90,TELA ESMERIL,ferreteria,,,,,,VARIOS,,,,,,T90-TELA ESMERIL,310,2025-02-23,81.0,27,12.0,96.0,24,Proveedor A,9,ok,10.12,1.01,0.31,0.35,1.67,11.79,1131.84
UCF207-CAJA RODAMIENTO,UCF207,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,8.0,,,UCF207-CAJA RODAMIENTO,311,2025-03-06,72.0,10,17.0,65.0,24,Proveedor A,5,ok,15.2,0.5,0.66,0.15,1.31,16.51,1073.15
M12-ALLEN,M12,ALLEN,mecanica,ALLEN,unidad,COMUN,M12,,ACERO COMUN,,1.0,16.0,,,M12-ALLEN,312,2025-02-07,85.0,27,11.0,101.0,1,Proveedor B,6,ok,36.25,2.29,1.54,0.43,4.26,40.51,4091.51
M6 X20-ALLEN INOX,M6 X20,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M6X20,,INOXIDABLE,,1.0,39.0,,,M6 X20-ALLEN INOX,313,2025-02-10,76.0,1,0.0,77.0,17,Proveedor D,1,ok,8.76,0.73,0.3,0.34,1.37,10.13,780.01
33108-Ruleman,33108,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,6.0,,,33108-Ruleman,314,2025-02-03,35.0,8,1.0,42.0,14,Proveedor C,9,ok,10.81,1.2,0.17,0.36,1.73,12.54,526.68
M8X50-BULONES,M8X50,BULONES,mecanica,BULONES,unidad,COMUN,M8X50,,ACERO COMUN,,1.0,67.0,,,M8X50-BULONES,315,2025-06-28,59.0,4,23.0,40.0,1,Proveedor D,9,ok,5.82,0.48,0.09,0.11,0.68,6.5,260.0
6003 RS-RODAMIENTO,6003 RS,RODAMIENTO,ferreteria,,unidad,,,,MENINO,,1.0,2.0,,,6003 RS-RODAMIENTO,316,2025-02-10,90.0,24,18.0,96.0,20,Proveedor A,10,ok,3.85,0.29,0.1,0.12,0.51,4.36,418.56
FYTB20TF-CAJA RODAMIENTO,FYTB20TF,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,FYTB20TF-CAJA RODAMIENTO,317,2025-02-14,8.0,21,10.0,19.0,8,Proveedor B,6,ok,23.62,1.65,1.24,0.74,3.63,27.25,517.75
M10X20 -BULONES,M10X20,BULONES,mecanica,BULONES,unidad,COMUN,M10X20,,ACERO COMUN,,1.0,1.0,,,M10X20 -BULONES,318,2025-05-06,37.0,1,13.0,25.0,16,Proveedor D,10,ok,17.33,0.88,0.4,0.48,1.76,19.09,477.25
M12-MECHA MACHO P ROSCAR,M12,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M12,,MECHAS,,,1.0,,,M12-MECHA MACHO P ROSCAR,319,2035-01-01,89.0,16,17.0,88.0,7,Proveedor D,8,ok,34.3,3.48,1.46,1.25,6.19,40.49,3563.12
M6-ALLEN,M6,ALLEN,mecanica,ALLEN,unidad,COMUN,M6,,ACERO COMUN,,1.0,79.0,,,M6-ALLEN,320,2025-03-22,105.0,22,13.0,114.0,24,Proveedor A,1,ok,17.17,1.73,0.23,0.35,2.31,19.48,2220.72
"12,75-MECHA",12.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,12.75,,MECHAS,,,2.0,,,"12,75-MECHA",321,2025-01-09,105.0,29,4.0,130.0,17,Proveedor D,7,ok,18.81,1.01,0.83,0.53,2.37,21.18,2753.4
"11,75-MECHA",11.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,11.75,,MECHAS,,,0.0,,,"11,75-MECHA",322,2025-04-16,62.0,26,15.0,73.0,25,Proveedor D,2,ok,25.17,2.75,0.78,0.62,4.15,29.32,2140.36
10X30-ALLEN INOX,10X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X30,,INOXIDABLE,,1.0,236.0,,,10X30-ALLEN INOX,323,2025-02-10,81.0,6,11.0,76.0,30,Proveedor C,7,ok,25.85,1.26,1.01,0.26,2.53,28.38,2156.88
51114-Ruleman,51114,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,51114-Ruleman,324,2025-03-19,42.0,1,11.0,32.0,20,Proveedor A,4,ok,10.24,1.09,0.57,0.27,1.93,12.17,389.44
M10X30-BULON EXAGONAL,M10X30,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,10X30,,ACERO COMUN,,1.0,199.0,,,M10X30-BULON EXAGONAL,325,2025-05-08,28.0,2,10.0,20.0,9,Proveedor D,5,ok,14.69,0.76,0.44,0.51,1.71,16.4,328.0
6305RS-Ruleman,6305RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,13.0,,,6305RS-Ruleman,326,2025-04-08,57.0,7,27.0,37.0,5,Proveedor B,7,ok,14.68,1.14,0.53,0.57,2.24,16.92,626.04
M5X16-ALLEN,M5X16,ALLEN,mecanica,ALLEN,unidad,COMUN,M5X16,,ACERO COMUN,,1.0,0.0,,,M5X16-ALLEN,327,2025-04-13,38.0,20,18.0,40.0,32,Proveedor C,2,bajo,28.16,2.2,0.81,0.89,3.9,32.06,1282.4
M12X40-BULONES,M12X40,BULONES,mecanica,BULONES,unidad,COMUN,M12X40,,ACERO COMUN,,1.0,0.0,,,M12X40-BULONES,328,2025-06-01,8.0,9,16.0,1.0,25,Proveedor A,5,critico,29.99,2.41,1.08,0.38,3.87,33.86,33.86
M10X15-BULON EXAGONAL,M10X15,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,M10X15,,ACERO COMUN,,1.0,0.0,-12,,M10X15-BULON EXAGONAL,329,2025-02-17,56.0,19,12.0,63.0,7,Proveedor C,6,ok,16.77,1.81,1.0,0.4,3.21,19.98,1258.74
M12X40-BULONES,M12X40,BULONES,mecanica,BULONES,unidad,COMUN,M12X40,,ACERO COMUN,,1.0,0.0,,,M12X40-BULONES,330,2025-05-15,61.0,27,15.0,73.0,25,Proveedor C,7,ok,26.34,1.3,1.52,0.67,3.49,29.83,2177.59
M5X20-ALLEN,M5X20,ALLEN,mecanica,ALLEN,unidad,COMUN,M5X20,,ACERO COMUN,,,0.0,,,M5X20-ALLEN,331,2025-01-15,39.0,18,20.0,37.0,24,Proveedor A,7,ok,6.1,0.25,0.07,0.19,0.51,6.61,244.57
6005RS-Ruleman,6005RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6005RS-Ruleman,332,2025-03-15,77.0,15,10.0,82.0,20,Proveedor D,1,ok,46.24,2.72,2.5,0.54,5.76,52.0,4264.0
M10 X30-CABEZA FREZADA,M10 X30,CABEZA FREZADA,mecanica,BABEZA FREZADA,unidad,INOXIDABLE,M10X30,,INOXIDABLE,,1.0,,,,M10 X30-CABEZA FREZADA,333,2025-01-22,58.0,11,13.0,56.0,13,Proveedor B,7,ok,20.49,1.5,1.03,0.81,3.34,23.83,1334.48
33108-Ruleman,33108,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,6.0,,,33108-Ruleman,334,2025-06-12,34.0,6,19.0,21.0,13,Proveedor D,12,ok,14.32,0.74,0.28,0.33,1.35,15.67,329.07
M8X16-BULONES,M8X16,BULONES,mecanica,BULONES,unidad,COMUN,M8X16,,ACERO COMUN,,1.0,0.0,,,M8X16-BULONES,335,2025-05-03,71.0,0,10.0,61.0,22,Proveedor A,2,ok,11.77,0.43,0.4,0.37,1.2,12.97,791.17
M10-MACHOS DE ROSCAR (RECTOS),M10,MACHOS DE ROSCAR (RECTOS),mecanica,herramental de corte,unidad,ACERO RAPIDO,M10,,MECHAS,,,3.0,,,M10-MACHOS DE ROSCAR (RECTOS),336,2025-05-09,62.0,23,15.0,70.0,9,Proveedor D,4,ok,10.47,0.36,0.42,0.13,0.91,11.38,796.6
9440-RETENES,9440,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,9440-RETENES,337,2025-05-09,62.0,16,17.0,61.0,23,Proveedor A,7,ok,6.35,0.46,0.3,0.19,0.95,7.3,445.3
16002-2Z-Ruleman,16002-2Z,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,16002-2Z-Ruleman,338,2025-06-20,49.0,13,21.0,41.0,13,Proveedor A,9,ok,24.18,0.75,0.6,0.38,1.73,25.91,1062.31
M8X100-BULONES,M8X100,BULONES,mecanica,BULONES,unidad,COMUN,M8X100,,ACERO COMUN,,1.0,24.0,,,M8X100-BULONES,339,2025-04-15,34.0,0,18.0,16.0,25,Proveedor A,1,critico,28.69,3.21,1.71,0.67,5.59,34.28,548.48
"M8X 1,25 X20-BULONES HEXAG","M8X 1,25 X20",BULONES HEXAG,mecanica,BULONES HEXAG,unidad,COMUN,"8X1,25X20",,ACERO COMUN,0.08,1.0,196.0,,,"M8X 1,25 X20-BULONES HEXAG",340,2025-02-12,64.0,10,13.0,61.0,26,Proveedor D,9,ok,0.09,0.01,0.0,0.0,0.01,0.1,6.1
M16X30-ALLEN INOX,M16X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M16X30,,INOXIDABLE,,1.0,0.0,,,M16X30-ALLEN INOX,341,2025-03-29,45.0,17,14.0,48.0,22,Proveedor A,1,ok,10.23,0.35,0.32,0.12,0.79,11.02,528.96
"3,5-MECHA",3.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,3.5,,MECHAS,,,1.0,,,"3,5-MECHA",342,2025-05-27,70.0,15,27.0,58.0,13,Proveedor C,12,ok,12.22,1.38,0.7,0.32,2.4,14.62,847.96
T100-TELA ESMERIL,T100,TELA ESMERIL,hidraulico,,,,,,VARIOS,,,,,,T100-TELA ESMERIL,343,2025-04-12,13.0,4,14.0,3.0,15,Proveedor A,5,critico,5.28,0.3,0.07,0.15,0.52,5.8,17.4
RUEDA FLAP TELA -PULIDORA,RUEDA FLAP TELA,PULIDORA,mecanica,PULIDORA,unidad,RUEDA FLAP TELA,110X 100 M14,,VARIOS,,1.0,1.0,,,RUEDA FLAP TELA -PULIDORA,344,2025-02-01,102.0,10,7.0,105.0,14,Proveedor B,8,ok,31.96,3.2,0.62,1.14,4.96,36.92,3876.6
51205-Ruleman,51205,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,51205-Ruleman,345,2025-01-12,70.0,11,10.0,71.0,12,Proveedor B,1,ok,19.47,2.1,0.36,0.78,3.24,22.71,1612.41
M10X15-BULON EXAGONAL,M10X15,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,M10X15,,ACERO COMUN,,1.0,0.0,-12,,M10X15-BULON EXAGONAL,346,2025-03-05,66.0,7,7.0,66.0,17,Proveedor C,11,ok,46.84,3.84,1.53,0.95,6.32,53.16,3508.56
UCT207-CAJA RODAMIENTO,UCT207,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,8.0,,,UCT207-CAJA RODAMIENTO,347,2025-01-17,87.0,20,25.0,82.0,15,Proveedor C,8,ok,3.16,0.35,0.16,0.07,0.58,3.74,306.68
6003-2RSH-Ruleman,6003-2RSH,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,23.0,,,6003-2RSH-Ruleman,348,2025-03-30,96.0,17,7.0,106.0,13,Proveedor A,4,ok,12.22,0.75,0.34,0.29,1.38,13.6,1441.6
80/RPM MAX-FLAP,80/RPM MAX,FLAP,mecanica,FLAP,unidad,MANTA ABRASIVA,GRANO 100,,DISCOS DE CORTE,,1.0,4.0,,,80/RPM MAX-FLAP,349,2025-03-08,71.0,20,8.0,83.0,15,Proveedor A,7,ok,4.67,0.22,0.22,0.08,0.52,5.19,430.77
9451-RETENES,9451,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9451-RETENES,350,2025-04-14,49.0,11,1.0,59.0,1,Proveedor D,6,ok,17.19,1.57,0.82,0.18,2.57,19.76,1165.84
M10X45-ALLEN INOX,M10X45,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X45,,INOXIDABLE,,,,,,M10X45-ALLEN INOX,351,2025-05-04,36.0,18,15.0,39.0,26,Proveedor A,10,bajo,12.71,1.24,0.65,0.17,2.06,14.77,576.03
"5,5-MECHA",5.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,5.5,,MECHAS,,,0.0,,,"5,5-MECHA",352,2025-06-29,62.0,29,21.0,70.0,19,Proveedor A,4,ok,18.11,1.63,0.79,0.52,2.94,21.05,1473.5
M10-MACHOS DE ROSCAR (RECTOS),M10,MACHOS DE ROSCAR (RECTOS),mecanica,herramental de corte,unidad,ACERO RAPIDO,M10,,MECHAS,,,3.0,,,M10-MACHOS DE ROSCAR (RECTOS),353,2025-06-01,91.0,17,19.0,89.0,24,Proveedor D,8,ok,34.79,1.71,0.38,1.22,3.31,38.1,3390.9
GIKR16PB-BULON CON RDAMIENTO,GIKR16PB,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M16,,ACERO COMUN,,1.0,1.0,,,GIKR16PB-BULON CON RDAMIENTO,354,2025-04-13,17.0,17,22.0,12.0,11,Proveedor B,8,bajo,36.21,3.82,0.37,1.24,5.43,41.64,499.68
5233-RETENES,5233,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,5233-RETENES,355,2025-01-15,60.0,23,18.0,65.0,15,Proveedor B,4,ok,61.38,2.82,3.1,1.2,7.12,68.5,4452.5
51205-Ruleman,51205,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,51205-Ruleman,356,2025-04-26,46.0,14,12.0,48.0,12,Proveedor B,9,ok,14.97,1.13,0.22,0.17,1.52,16.49,791.52
10836-RETENES,10836,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,10836-RETENES,357,2025-02-27,59.0,4,28.0,35.0,19,Proveedor C,9,ok,18.74,1.33,1.01,0.32,2.66,21.4,749.0
"8,25-MECHA",8.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,8.25,,MECHAS,,,0.0,,,"8,25-MECHA",358,2025-02-07,55.0,16,21.0,50.0,26,Proveedor C,8,ok,10.93,0.44,0.5,0.12,1.06,11.99,599.5
M8X41-ALLEN INOX,M8X41,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X41,,INOXIDABLE,,,0.0,,,M8X41-ALLEN INOX,359,2025-06-25,62.0,20,1.0,81.0,22,Proveedor B,9,ok,15.57,1.48,0.63,0.27,2.38,17.95,1453.95
M12X25-ALLEN INOX,M12X25,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M12X25,,INOXIDABLE,,1.0,202.0,,,M12X25-ALLEN INOX,360,2025-02-12,73.0,26,10.0,89.0,18,Proveedor A,7,ok,16.64,1.76,0.31,0.47,2.54,19.18,1707.02
M16X15-BUL HEX INOX,M16X15,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M16X15,,INOXIDABLE,2.33,1.0,27.0,,,M16X15-BUL HEX INOX,361,2025-03-03,93.0,5,19.0,,20,Proveedor C,10,ok,2.55,0.1,0.15,0.08,0.33,2.88,227.52
6005-Z7-Ruleman,6005-Z7,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,6005-Z7-Ruleman,362,2025-04-11,74.0,0,21.0,53.0,18,Proveedor D,10,ok,5.61,0.49,0.07,0.11,0.67,6.28,332.84
SCS25LUU-RODAMIENTO,SCS25LUU,RODAMIENTO,electrico,,unidad,,,,MENINO,,1.0,0.0,,,SCS25LUU-RODAMIENTO,363,2025-05-30,77.0,17,14.0,80.0,14,Proveedor B,9,ok,19.41,1.41,0.75,0.2,2.36,21.77,1741.6
32005-Ruleman,32005,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,32005-Ruleman,364,2025-04-23,54.0,28,24.0,58.0,30,Proveedor B,6,ok,16.57,0.6,0.95,0.22,1.77,18.34,1063.72
6303RS-Ruleman,6303RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,6303RS-Ruleman,365,2025-02-17,74.0,20,10.0,84.0,30,Proveedor A,8,ok,12.05,1.15,0.56,0.42,2.13,14.18,1191.12
