id,codigo,descripcion,categoria,sub_categoria,unidad_medida,material,caracteristica2,caracteristica3,grupo,precio_actual_uusds,almacen,cantidad,datos,grup,nombre_producto,id_producto,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock,precio_unitario_usd,costo_logistica_usd,costo_almacenamiento_usd,costo_administrativo_usd,costo_indirecto_total_usd,costo_total_unitario_usd,valor_stock_final_usd
FY508M-CAJA RODAMIENTO,FY508M,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,0,,FY508M-CAJA RODAMIENTO,277,2025-02-10,39,11,15,35.0,21.0,Proveedor C,7,ok,24.55,1.07,0.55,0.46,2.08,26.63,932.05
M8X50-BUL HEX INOX,M8X50,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M8X50,,INOXIDABLE,,1.0,15.0,,,M8X50-BUL HEX INOX,278,2025-06-04,27,14,1,40.0,26.0,Proveedor B,5,ok,6.66,0.3,0.26,0.25,0.81,7.47,298.8
M12-MECHA MACHO P ROSCAR,M12,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M12,,MECHAS,,,1.0,,,M12-MECHA MACHO P ROSCAR,279,2025-04-19,92,36,12,116.0,,Proveedor B,7,ok,7.82,0.46,0.3,0.28,1.04,8.86,1027.76
8919-RETENES,8919,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8919-RETENES,280,2025-06-13,51,19,0,70.0,26.0,Proveedor D,6,ok,24.94,2.88,1.32,0.56,4.76,29.7,2079.0
UCF205-RODAMIENTO,UCF205,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UCF205-RODAMIENTO,281,2025-03-19,51,22,25,48.0,22.0,Proveedor B,5,ok,35.23,1.13,1.05,1.11,3.29,38.52,1848.96
UCF206-CAJA RODAMIENTO,UCF206,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,44.0,,,UCF206-CAJA RODAMIENTO,282,2025-04-01,54,14,6,62.0,20.0,Proveedor B,4,ok,5.11,0.46,0.26,0.11,0.83,5.94,368.28
"7,5-MECHA",7.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,7.5,,MECHAS,,,0.0,,,"7,5-MECHA",283,2025-05-25,89,35,10,114.0,22.0,Proveedor B,7,ok,5.18,0.57,0.25,0.08,0.9,6.08,693.12
M8X30-ALLEN INOX,M8X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X30,,INOXIDABLE,0.25,1.0,292.0,,,M8X30-ALLEN INOX,284,2025-03-22,100,12,15,97.0,7.0,Proveedor C,1,ok,36.1,2.21,1.66,1.11,4.98,41.08,3984.76
"3,75-MECHA",3.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,3.75,,MECHAS,,,0.0,,,"3,75-MECHA",285,2025-06-08,85,35,15,105.0,21.0,Proveedor A,1,ok,10.87,0.46,0.19,0.11,0.76,11.63,1221.15
COMBIN 1NT 1T-PULIDORA,COMBIN 1NT 1T,PULIDORA,mecanica,PULIDORA,unidad,COMBIN 1NT 1T,110X50X45 MM,,VARIOS,,1.0,1.0,,,COMBIN 1NT 1T-PULIDORA,286,2025-02-14,99,12,20,91.0,29.0,Proveedor B,3,ok,48.93,3.26,1.15,0.61,5.02,53.95,4909.45
2-MECHA,2,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2,,MECHAS,,,4.0,,,2-MECHA,287,2025-01-24,72,13,19,66.0,18.0,Proveedor C,6,ok,9.26,0.86,0.17,0.31,1.34,10.6,699.6
M16X62-BULONES HEXAG,M16X62,BULONES HEXAG,mecanica,BULONES HEXG,unidad,COMUN,M16X120,,ACERO COMUN,,1.0,0.0,,,M16X62-BULONES HEXAG,288,2025-06-15,81,3,15,69.0,22.0,Proveedor A,11,ok,96.44,4.15,4.07,1.15,9.37,105.81,7300.89
M3-MECHA MACHO P ROSCAR,M3,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M3,,MECHAS,,,1.0,,,M3-MECHA MACHO P ROSCAR,289,2025-01-26,15,0,14,1.0,34.0,Proveedor A,6,critico,12.6,1.4,0.67,0.3,2.37,14.97,14.97
M12X30-ALLEN INOX,M12X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M12X30,,INOXIDABLE,,,14.0,,,M12X30-ALLEN INOX,290,2025-05-17,87,0,12,75.0,16.0,Proveedor C,10,ok,9.65,0.34,0.37,0.12,0.83,10.48,786.0
6710-RETENES,6710,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,6710-RETENES,291,2025-05-06,30,8,5,33.0,11.0,Proveedor C,11,ok,31.42,2.88,1.06,0.45,4.39,35.81,1181.73
10836-RETENES,10836,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,10836-RETENES,292,2025-04-11,97,7,6,98.0,4.0,Proveedor C,1,ok,74.02,7.74,2.7,1.98,12.42,86.44,8471.12
6635-RETENES,6635,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,6635-RETENES,293,2025-05-18,83,19,10,92.0,18.0,Proveedor C,3,ok,45.35,3.67,1.65,1.34,6.66,52.01,4784.92
M13-TUERCA,M13,TUERCA,mecanica,TUERCA,unidad,COMUN,M13,,ACERO COMUN,,1.0,0.0,,,M13-TUERCA,294,2025-03-25,72,25,9,88.0,35.0,Proveedor B,2,ok,33.35,3.85,1.25,1.02,6.12,39.47,3473.36
M10-TUERCA AUT,M10,TUERCA AUT,mecanica,TUERCA AUT,unidad,COMUN,"M10 X 1,5",,ACERO COMUN,"USD 0,80",1.0,360.0,ver,,M10-TUERCA AUT,295,2025-05-26,58,24,10,72.0,2.0,Proveedor D,10,ok,28.89,1.55,1.41,0.76,3.72,32.61,2347.92
M10-MECHA MACHO P ROSCAR,M10,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M10,,MECHAS,,,4.0,,,M10-MECHA MACHO P ROSCAR,296,2025-06-03,56,20,13,63.0,1.0,Proveedor C,6,ok,5.71,0.2,0.08,0.21,0.49,6.2,390.6
5488-RETENES,5488,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,4.0,,,5488-RETENES,297,2025-01-08,115,25,9,131.0,18.0,Proveedor C,4,ok,14.34,1.69,0.83,0.3,2.82,17.16,2247.96
M10X15-BULON EXAGONAL,M10X15,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,M10X15,,ACERO COMUN,,1.0,0.0,-12,,M10X15-BULON EXAGONAL,298,2025-05-16,46,0,3,43.0,11.0,Proveedor B,6,ok,10.92,0.34,0.42,0.14,0.9,11.82,508.26
M12-ARANDELA WROWER,M12,ARANDELA WROWER,mecanica,ARANDELA,unidad,COMUN,M12,,ACERO COMUN,,1.0,36.0,,,M12-ARANDELA WROWER,299,2025-04-29,41,26,13,54.0,29.0,Proveedor C,11,ok,5.81,0.23,0.2,0.11,0.54,6.35,342.9
UCF206-CAJA RODAMIENTO,UCF206,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,44.0,,,UCF206-CAJA RODAMIENTO,300,2025-02-11,23,12,10,25.0,23.0,Proveedor A,10,bajo,21.4,1.27,0.65,0.38,2.3,23.7,592.5
M5X20-ALLEN,M5X20,ALLEN,mecanica,ALLEN,unidad,COMUN,M5X20,,ACERO COMUN,,,0.0,,,M5X20-ALLEN,301,2025-03-19,72,27,20,79.0,26.0,Proveedor D,10,ok,20.02,0.79,1.14,0.33,2.26,22.28,1760.12
M10X25-BULON EXAGONAL,M10X25,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,M10X25,,ACERO COMUN,,1.0,28.0,,,M10X25-BULON EXAGONAL,302,2025-03-17,48,7,10,45.0,27.0,Proveedor C,11,ok,9.88,1.17,0.44,0.24,1.85,11.73,527.85
KH1228-BUJE,KH1228,BUJE,mecanica,BUJE,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,KH1228-BUJE,303,2025-05-19,0,15,5,10.0,23.0,Proveedor B,6,critico,17.48,1.35,0.46,0.45,2.26,19.74,197.4
5233-RETENES,5233,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,5233-RETENES,304,2025-03-13,72,29,18,83.0,26.0,Proveedor C,5,ok,40.85,1.51,1.9,1.1,4.51,45.36,3764.88
9440-RETENES,9440,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,9440-RETENES,305,2025-06-24,67,20,28,59.0,10.0,Proveedor B,8,ok,17.2,1.22,0.6,0.58,2.4,19.6,1156.4
M10x25-BUL HEX INOX,M10x25,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M10x25,,INOXIDABLE,,1.0,13.0,,,M10x25-BUL HEX INOX,306,2025-05-30,63,5,18,50.0,17.0,Proveedor B,1,ok,8.64,0.96,0.14,0.21,1.31,9.95,497.5
"2,25-MECHA",2.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2.25,,MECHAS,,,0.0,,,"2,25-MECHA",307,2035-01-01,27,15,23,19.0,26.0,Proveedor C,8,critico,31.01,2.73,1.69,0.85,5.27,36.28,689.32
M10X120-BULONES HEXAG,M10X120,BULONES HEXAG,mecanica,BULONES HEXAG,unidad,COMUN,M10X120,,ACERO COMUN,,1.0,0.0,,,M10X120-BULONES HEXAG,308,2025-05-04,66,22,6,3736.0,16.0,Proveedor D,11,ok,22.99,1.79,1.34,0.82,3.95,26.94,2209.08
F208-CAJA RODAMIENTO,F208,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,F208-CAJA RODAMIENTO,309,2025-06-04,34,19,22,31.0,13.0,Proveedor D,15,ok,37.8,3.14,1.55,0.94,5.63,43.43,1346.33
8922-RETENES,8922,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,8922-RETENES,310,2025-03-15,72,28,3,97.0,20.0,Proveedor D,5,ok,33.71,2.88,1.7,0.57,5.15,38.86,3769.42
M10X50-BULON EXAGONAL,M10X50,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,10X50,,ACERO COMUN,,1.0,0.0,,,M10X50-BULON EXAGONAL,311,2025-03-06,59,0,19,40.0,26.0,Proveedor A,8,ok,72.12,4.65,3.48,1.1,9.23,81.35,3254.0
M17-ARANDELA INOX,M17,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M17,,INOXIDABLE,,1.0,28.0,,,M17-ARANDELA INOX,312,2025-06-19,76,10,10,76.0,16.0,Proveedor A,6,ok,10.82,0.51,0.26,0.18,0.95,11.77,894.52
"8,5-MECHA",8.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,8.5,,MECHAS,,,1.0,,,"8,5-MECHA",313,2025-05-25,41,6,20,27.0,15.0,Proveedor C,9,ok,16.28,0.89,0.17,0.2,1.26,17.54,473.58
686-2RS-Ruleman,686-2RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,686-2RS-Ruleman,314,2025-03-26,44,9,22,31.0,8.0,Proveedor A,10,ok,17.89,1.56,0.83,0.38,2.77,20.66,640.46
"8,75-MECHA",8.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,8.75,,MECHAS,,,1.0,,,"8,75-MECHA",315,2025-06-08,63,17,21,59.0,13.0,Proveedor B,6,ok,49.64,5.71,1.78,1.7,9.19,58.83,3470.97
M5X10-ALLEN,M5X10,ALLEN,mecanica,ALLEN,unidad,COMUN,M5X10,,ACERO COMUN,,,0.0,-16,,M5X10-ALLEN,316,2025-01-16,56,9,7,58.0,27.0,Proveedor A,6,ok,10.63,0.68,0.14,0.31,1.13,11.76,682.08
M8X16-ALLEN INOX,M8X16,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X15,,INOXIDABLE,18,1.0,216.0,,,M8X16-ALLEN INOX,317,2025-02-19,0,26,20,6.0,31.0,Proveedor A,7,critico,37.53,1.77,1.99,1.18,4.94,42.47,254.82
686-2RS-Ruleman,686-2RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,686-2RS-Ruleman,318,2025-03-06,32,30,18,44.0,23.0,Proveedor A,10,ok,28.2,1.41,0.5,0.9,2.81,31.01,1364.44
M8X50-BULONES,M8X50,BULONES,mecanica,BULONES,unidad,COMUN,M8X50,,ACERO COMUN,,1.0,67.0,,,M8X50-BULONES,319,2025-03-30,57,8,14,51.0,17.0,Proveedor D,8,ok,12.56,0.4,0.14,0.45,0.99,13.55,691.05
"5,25-MECHA",5.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,5.25,,MECHAS,,,0.0,,,"5,25-MECHA",320,2025-01-23,81,20,21,80.0,16.0,Proveedor D,11,ok,74.35,2.98,0.74,1.42,5.14,79.49,6359.2
"M8X 1,25 X20-BULONES HEXAG","M8X 1,25 X20",BULONES HEXAG,mecanica,BULONES HEXAG,unidad,COMUN,"8X1,25X20",,ACERO COMUN,"USD 0,08",1.0,196.0,,,"M8X 1,25 X20-BULONES HEXAG",321,2025-01-11,54,4,6,52.0,14.0,Proveedor B,7,ok,10.01,0.99,0.11,0.3,1.4,11.41,593.32
M8-TUERCA INOX AUT,M8,TUERCA INOX AUT,mecanica,TUERCA INOX AUT,unidad,INOXIDABLE,M8,,INOXIDABLE,,1.0,102.0,,,M8-TUERCA INOX AUT,322,2025-05-04,59,2,16,45.0,14.0,Proveedor D,7,ok,8.48,0.7,0.3,0.09,1.09,9.57,430.65
M12X30-ALLEN INOX,M12X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M12X30,,INOXIDABLE,,,14.0,,,M12X30-ALLEN INOX,323,2025-02-13,51,30,16,65.0,14.0,Proveedor C,4,ok,22.85,2.62,0.66,0.23,3.51,26.36,1713.4
UCFPL206-CAJA RODAMIENTO,UCFPL206,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,INOXIDABLE,,,ACERO COMUN,,1.0,28.0,,,UCFPL206-CAJA RODAMIENTO,324,2025-03-18,95,23,22,96.0,9.0,Proveedor A,5,ok,33.14,2.7,1.87,1.15,5.72,38.86,3730.56
6303RS-Ruleman,6303RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,6303RS-Ruleman,325,2025-06-08,17,11,8,20.0,21.0,Proveedor C,2,critico,46.87,1.49,1.82,1.2,4.51,51.38,1027.6
"11,25-MECHA",11.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,11.25,,MECHAS,,,0.0,,,"11,25-MECHA",326,2025-01-05,48,23,9,62.0,9.0,Proveedor A,3,ok,19.13,1.62,0.78,0.47,2.87,22.0,1364.0
M12x25-BULONES,M12x25,BULONES,mecanica,BULONES,unidad,COMUN,M12x25,,ACERO COMUN,,1.0,35.0,,,M12x25-BULONES,327,2025-01-18,11,22,13,20.0,12.0,Proveedor D,8,ok,13.36,0.48,0.76,0.27,1.51,14.87,297.4
M8X16-BULONES,M8X16,BULONES,mecanica,BULONES,unidad,COMUN,M8X16,,ACERO COMUN,,1.0,0.0,,,M8X16-BULONES,328,2025-03-16,89,12,9,92.0,11.0,Proveedor A,4,ok,47.39,2.99,0.73,0.86,4.58,51.97,4781.24
"10,5-MECHA",10.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,10.5,,MECHAS,,,0.0,,,"10,5-MECHA",329,2025-01-05,96,8,3,101.0,30.0,Proveedor A,6,ok,42.93,2.0,1.91,0.94,4.85,47.78,4825.78
"8,75-MECHA",8.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,8.75,,MECHAS,,,1.0,,,"8,75-MECHA",330,2025-06-20,34,15,12,37.0,17.0,Proveedor A,10,ok,10.31,0.64,0.11,0.38,1.13,11.44,423.28
61803-2RS-RODAMIENTO,61803-2RS,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61803-2RS-RODAMIENTO,331,2025-03-20,93,22,20,95.0,15.0,Proveedor A,13,ok,27.54,1.29,1.6,0.43,3.32,30.86,2931.7
M10X20 -ALLEN INOX,M10X20,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M10X20,,INOXIDABLE,,1.0,0.0,,,M10X20 -ALLEN INOX,332,2025-06-10,41,8,30,19.0,29.0,Proveedor C,4,critico,6.55,0.62,0.2,0.25,1.07,7.62,144.78
"4,5-MECHA",4.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,4.5,,MECHAS,,,5.0,,,"4,5-MECHA",333,2025-06-08,62,8,33,37.0,17.0,Proveedor B,5,ok,12.14,0.72,0.47,0.24,1.43,13.57,502.09
9-MECHA,9,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,9,,MECHAS,,,1.0,,,9-MECHA,334,2025-02-18,66,20,18,68.0,26.0,Proveedor C,2,ok,30.69,3.63,1.71,0.5,5.84,36.53,2484.04
3214TNG-Ruleman,3214TNG,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,1.0,,,3214TNG-Ruleman,335,2025-01-08,45,3,3,45.0,32.0,Proveedor C,4,bajo,5.01,0.29,0.17,0.1,0.56,5.57,250.65
6006-ZQS1/03-RODAMIENTO,6006-ZQS1/03,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6006-ZQS1/03-RODAMIENTO,336,2025-01-12,41,24,9,56.0,11.0,Proveedor C,9,error,10.63,1.24,0.45,0.24,1.93,12.56,703.36
UCT207-CAJA RODAMIENTO,UCT207,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,8.0,,,UCT207-CAJA RODAMIENTO,337,2025-04-23,89,24,20,93.0,17.0,Proveedor B,2,ok,18.78,1.83,0.87,0.57,3.27,22.05,2050.65
8468-RETENES,8468,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8468-RETENES,338,2025-02-05,66,0,17,49.0,28.0,Proveedor D,3,ok,10.83,0.45,0.24,0.33,1.02,11.85,580.65
"2,25-MECHA",2.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2.25,,MECHAS,,,0.0,,,"2,25-MECHA",339,2025-05-23,50,32,4,78.0,12.0,Proveedor D,6,ok,14.19,1.69,0.83,0.39,2.91,17.1,1333.8
GE17ES-RODAMIENTO,GE17ES,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,GE17ES-RODAMIENTO,340,2025-01-13,16,9,10,15.0,15.0,Proveedor A,5,critico,18.79,1.18,0.51,0.58,2.27,21.06,315.9
M14-TUERCA INOX,M14,TUERCA INOX,mecanica,TUERCA INOX,unidad,INOXIDABLE,M14,,INOXIDABLE,,1.0,0.0,,,M14-TUERCA INOX,341,2025-03-30,81,15,17,79.0,31.0,Proveedor C,8,ok,5.59,0.57,0.2,0.19,0.96,6.55,517.45
M14-TUERCA INOX,M14,TUERCA INOX,mecanica,TUERCA INOX,unidad,INOXIDABLE,M14,,INOXIDABLE,,1.0,0.0,,,M14-TUERCA INOX,342,2025-06-18,55,18,12,61.0,21.0,Proveedor C,1,ok,17.68,1.92,0.98,0.51,3.41,21.09,1286.49
6001-RS-Ruleman,6001-RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6001-RS-Ruleman,343,2025-03-27,108,21,1,128.0,18.0,Proveedor B,8,ok,1.74,0.16,0.05,0.03,0.24,1.98,253.44
M10-MECHA MACHO P ROSCAR,M10,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M10,,MECHAS,,,4.0,,,M10-MECHA MACHO P ROSCAR,344,2025-01-01,69,12,27,54.0,15.0,Proveedor C,6,,18.94,0.66,1.13,0.21,2.0,20.94,1130.76
M10 X30-CABEZA FREZADA,M10 X30,CABEZA FREZADA,mecanica,BABEZA FREZADA,unidad,INOXIDABLE,M10X30,,INOXIDABLE,,1.0,,,,M10 X30-CABEZA FREZADA,345,2025-05-15,87,18,3,102.0,11.0,Proveedor D,7,ok,20.25,1.83,0.64,0.23,2.7,22.95,2340.9
6710-RETENES,6710,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,6710-RETENES,346,2025-01-12,103,18,3,118.0,25.0,Proveedor C,2,ok,9.48,0.9,0.36,0.21,1.47,10.95,1292.1
"10,25-MECHA",10.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,10.25,,MECHAS,,,2.0,,,"10,25-MECHA",347,2025-02-10,56,29,24,61.0,20.0,Proveedor A,8,ok,30.25,2.28,0.51,0.72,3.51,33.76,2059.36
"5,5-MECHA",5.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,5.5,,MECHAS,,,0.0,,,"5,5-MECHA",348,2025-04-24,82,13,17,78.0,18.0,Proveedor B,5,ok,7.12,0.68,0.38,0.28,1.34,8.46,659.88
M10X45-BULON EXAGONAL,M10X45,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,"10X1,5X45",paso completo,ACERO COMUN,"USD 0,26",1.0,148.0,,,M10X45-BULON EXAGONAL,349,2025-01-30,32,25,21,36.0,15.0,Proveedor C,4,ok,3.93,0.3,0.13,0.08,0.51,4.44,159.84
"11,75-MECHA",11.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,11.75,,MECHAS,,,0.0,,,"11,75-MECHA",350,2025-03-21,68,39,17,90.0,27.0,Proveedor D,1,ok,10.59,1.11,0.2,0.18,1.49,12.08,1087.2
UC 204-RODAMIENTO,UC 204,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UC 204-RODAMIENTO,351,2025-06-20,40,7,11,36.0,17.0,Proveedor C,7,ok,25.04,2.67,0.82,0.62,4.11,29.15,1049.4
M10x70-BUL HEX INOX,M10x70,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M10x70,,INOXIDABLE,,1.0,-1.0,,,M10x70-BUL HEX INOX,352,2025-01-24,89,14,16,87.0,12.0,Proveedor D,5,ok,36.33,2.92,1.76,0.98,5.66,41.99,3653.13
5488-RETENES,5488,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,4.0,,,5488-RETENES,353,2025-03-24,37,27,30,34.0,11.0,Proveedor A,4,ok,5.16,0.42,0.22,0.1,0.74,5.9,200.6
M17-TUERCA,M17,TUERCA,mecanica,TUERCA,unidad,COMUN,M17,,ACERO COMUN,,1.0,0.0,,,M17-TUERCA,354,2025-02-19,44,9,5,48.0,16.0,Proveedor B,5,ok,7.88,0.52,0.36,0.21,1.09,8.97,430.56
M8-TUERC MARIPOSA MACH,M8,TUERC MARIPOSA MACH,mecanica,TUERC MARIP MACH,unidad,COMUN,M8,,ACERO COMUN,,1.0,-6.0,,,M8-TUERC MARIPOSA MACH,355,2025-06-07,64,21,20,65.0,12.0,Proveedor C,6,ok,19.64,2.29,0.88,0.6,3.77,23.41,1521.65
UC206-Ruleman,UC206,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UC206-Ruleman,356,2025-02-04,59,9,28,40.0,26.0,Proveedor D,4,ok,103.36,9.91,3.31,4.07,17.29,120.65,4826.0
M16X60-ALLEN,M16X60,ALLEN,mecanica,ALLEN,unidad,COMUN,M16X60,,ACERO COMUN,,1.0,0.0,,,M16X60-ALLEN,357,2025-04-19,55,11,20,46.0,16.0,Proveedor B,5,ok,6.05,0.59,0.14,0.19,0.92,6.97,320.62
M16-ARANDELA,M16,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M16,,ACERO COMUN,,1.0,0.0,,,M16-ARANDELA,358,2025-05-19,79,12,18,73.0,27.0,Proveedor B,4,ok,15.14,1.42,0.68,0.27,2.37,17.51,1278.23
M12X27-BULONES,M12X27,BULONES,mecanica,BULONES,unidad,COMUN,M12X27,,ACERO COMUN,,1.0,0.0,,,M12X27-BULONES,359,2025-01-09,64,7,11,60.0,19.0,Proveedor B,5,ok,13.7,0.8,0.36,0.42,1.58,15.28,916.8
M8X50-BULONES,M8X50,BULONES,mecanica,BULONES,unidad,COMUN,M8X50,,ACERO COMUN,,1.0,67.0,,,M8X50-BULONES,360,2025-01-21,29,34,12,51.0,14.0,Proveedor D,10,ok,27.94,0.86,0.36,0.77,1.99,29.93,1526.43
M10X40-BUL HEX INOX,M10X40,BUL HEX INOX,mecanica,HEXAGONAL,unidad,INOXIDABLE,M10X40,,INOXIDABLE,,,8.0,,,M10X40-BUL HEX INOX,361,2025-05-17,68,17,10,75.0,15.0,Proveedor D,6,ok,4.77,0.56,0.06,0.19,0.81,5.58,418.5
M10X45-ALLEN INOX,M10X45,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X45,,INOXIDABLE,,,,,,M10X45-ALLEN INOX,362,2025-01-06,41,26,26,41.0,15.0,Proveedor B,7,ok,6.35,0.58,0.32,0.2,1.1,7.45,305.45
9053-RETENES,9053,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,9053-RETENES,363,2025-05-04,40,13,17,36.0,15.0,Proveedor A,3,ok,5.36,0.33,0.29,0.13,0.75,6.11,219.96
M6-MACHOS,M6,MACHOS,mecanica,herramental de corte,unidad,ACERO RAPIDO,M6,,MECHAS,,,3.0,,,M6-MACHOS,364,2025-05-07,36,11,7,40.0,33.0,Proveedor A,10,bajo,8.67,0.85,0.22,0.32,1.39,10.06,402.4
"M8X 1,25 X20-BULONES HEXAG","M8X 1,25 X20",BULONES HEXAG,mecanica,BULONES HEXAG,unidad,COMUN,"8X1,25X20",,ACERO COMUN,"USD 0,08",1.0,196.0,,,"M8X 1,25 X20-BULONES HEXAG",365,2025-02-10,68,20,19,69.0,12.0,Proveedor A,5,ok,12.06,0.71,0.57,0.41,1.69,13.75,948.75
6003 2RS-RODAMIENTO,6003 2RS,RODAMIENTO,herramientas,,unidad,,,,MENINO,,1.0,3.0,,,6003 2RS-RODAMIENTO,366,2025-05-20,28,20,9,39.0,13.0,Proveedor B,10,ok,9.26,0.99,0.19,0.28,1.46,10.72,418.08
61800-2RS-RODAMIENTO,61800-2RS,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61800-2RS-RODAMIENTO,367,2025-01-24,82,3,34,51.0,13.0,Proveedor A,9,ok,17.73,2.12,1.04,0.31,3.47,21.2,1081.2
M10X20 -ALLEN INOX,M10X20,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M10X20,,INOXIDABLE,,1.0,0.0,,,M10X20 -ALLEN INOX,368,2025-05-09,12,20,23,9.0,15.0,Proveedor D,4,critico,27.58,3.0,0.42,0.74,4.16,31.74,285.66
